Category,Name,Label
Imputed,imp_av_change_travfar_social,IMPUTED - Likelihood of - Traveling farther to go to social/recreational activities
Imputed,imp_av_change_travaftdark,IMPUTED - Likelihood of - Traveling and do more activities after dark
Imputed,imp_av_change_longdist,IMPUTED - Likelihood of - Making more long-distance road trips
Imputed,imp_av_change_travpeakhr,IMPUTED - Likelihood of - Traveling more in peak hours (due to ability to perform other activities while traveling in an AV).
Imputed,imp_av_change_homeloc,IMPUTED - Likelihood of - Moving to a better location or home
Imputed,imp_av_change_wrkloc,IMPUTED - Likelihood of - Changing workplace to a location with better/more jobs
Imputed,imp_av_change_congtol,IMPUTED - Likelihood of - Tolerating congestion better since there is no need to drive
Imputed,imp_av_rh_privateride,"IMPUTED - I will use AV ridehailing services alone or with coworkers, friends, or family."
Imputed,imp_av_rh_sharedride,IMPUTED - I will use AV ridehailing services with other passengers I don't know.
Imputed,imp_av_rh_backupdriver,IMPUTED - I would be willing to pay extra for having a backup human driver inside the AV during my ride.
Imputed,imp_av_rh_lease,IMPUTED - I would feel comfortable leasing my personal AV to ridehailing companies so that I can earn money when I am not using it.
Imputed,imp_av_att_saferhuman,IMPUTED - AVs should be allowed on the market only when they prove to be at least as safe as human drivers.
Imputed,imp_av_att_safepriorpedest,IMPUTED - AVs should prioritize the safety of pedestrians and bicyclists on the road over that of passengers in the vehicle.
Imputed,imp_av_att_safepriorchoice,"IMPUTED - AV owners should be able to program how their AVs prioritize safety of different groups in the event of a crash (e.g., pedestrians, bicyclists, other vehicles, or AV passengers)."
Imputed,imp_av_att_speedlaw,IMPUTED - Laws should be passed to require AVs to travel at 25 mph or less on city streets.
Imputed,imp_av_att_liability,"IMPUTED - In an AV crash, vehicle manufacturers and their insurance companies should be held responsible (instead of the AV owner, passenger, or operator)."
Imputed,imp_av_att_dedicatedlane,IMPUTED - The government should establish dedicated AV-only lanes/areas.
Household,hh_veh,Number of motorized vehicles (including four-wheelers and two-wheelers) available to the household
Household,veh1_make,Vehicle 1 - Make
Household,veh2_make,Vehicle 2 - Make
Household,veh3_make,Vehicle 3 - Make
Household,veh4_make,Vehicle 4 - Make
Household,veh5_make,Vehicle 5 - Make
Household,veh6_make,Vehicle 6 - Make
Household,veh7_make,Vehicle 7 - Make
Household,veh8_make,Vehicle 8 - Make
Household,veh9_make,Vehicle 9 - Make
Household,veh10_make,Vehicle 10 - Make
Household,veh1_modyr,Vehicle 1 - Model year
Household,veh2_modyr,Vehicle 2 - Model year
Household,veh3_modyr,Vehicle 3 - Model year
Household,veh4_modyr,Vehicle 4 - Model year
Household,veh5_modyr,Vehicle 5 - Model year
Household,veh6_modyr,Vehicle 6 - Model year
Household,veh7_modyr,Vehicle 7 - Model year
Household,veh8_modyr,Vehicle 8 - Model year
Household,veh9_modyr,Vehicle 9 - Model year
Household,veh10_modyr,Vehicle 10 - Model year
Household,veh1_yracq,Vehicle 1 - Year acquired
Household,veh2_yracq,Vehicle 2 - Year acquired
Household,veh3_yracq,Vehicle 3 - Year acquired
Household,veh4_yracq,Vehicle 4 - Year acquired
Household,veh5_yracq,Vehicle 5 - Year acquired
Household,veh6_yracq,Vehicle 6 - Year acquired
Household,veh7_yracq,Vehicle 7 - Year acquired
Household,veh8_yracq,Vehicle 8 - Year acquired
Household,veh9_yracq,Vehicle 9 - Year acquired
Household,veh10_yracq,Vehicle 10 - Year acquired
Household,veh1_model,Vehicle 1 - Model
Household,veh2_model,Vehicle 2 - Model
Household,veh3_model,Vehicle 3 - Model
Household,veh4_model,Vehicle 4 - Model
Household,veh5_model,Vehicle 5 - Model
Household,veh6_model,Vehicle 6 - Model
Household,veh7_model,Vehicle 7 - Model
Household,veh8_model,Vehicle 8 - Model
Household,veh9_model,Vehicle 9 - Model
Household,veh10_model,Vehicle 10 - Model
Household,veh1_fuel,Vehicle 1 - Fuel type
Household,veh2_fuel,Vehicle 2 - Fuel type
Household,veh3_fuel,Vehicle 3 - Fuel type
Household,veh4_fuel,Vehicle 4 - Fuel type
Household,veh5_fuel,Vehicle 5 - Fuel type
Household,veh6_fuel,Vehicle 6 - Fuel type
Household,veh7_fuel,Vehicle 7 - Fuel type
Household,veh8_fuel,Vehicle 8 - Fuel type
Household,veh9_fuel,Vehicle 9 - Fuel type
Household,veh10_fuel,Vehicle 10 - Fuel type
Household,veh1_miles,Vehicle 1 - Annual Miles Driven by All Drivers (Estimate)
Household,veh2_miles,Vehicle 2 - Annual Miles Driven by All Drivers (Estimate)
Household,veh3_miles,Vehicle 3 - Annual Miles Driven by All Drivers (Estimate)
Household,veh4_miles,Vehicle 4 - Annual Miles Driven by All Drivers (Estimate)
Household,veh5_miles,Vehicle 5 - Annual Miles Driven by All Drivers (Estimate)
Household,veh6_miles,Vehicle 6 - Annual Miles Driven by All Drivers (Estimate)
Household,veh7_miles,Vehicle 7 - Annual Miles Driven by All Drivers (Estimate)
Household,veh8_miles,Vehicle 8 - Annual Miles Driven by All Drivers (Estimate)
Household,veh9_miles,Vehicle 9 - Annual Miles Driven by All Drivers (Estimate)
Household,veh10_miles,Vehicle 10 - Annual Miles Driven by All Drivers (Estimate)
Household,adas_lanekeep,Driving assistance features in Vehicle 1 - Lane keeping system
Household,adas_backcam,Driving assistance features in Vehicle 1 - Backup camera
Household,adas_acc,Driving assistance features in Vehicle 1 - Adaptive Cruise Control (ACC)
Household,adas_abs,Driving assistance features in Vehicle 1 - Automated braking system
Household,adas_blindspot,Driving assistance features in Vehicle 1 - Blind spot monitoring
Household,adas_other,Driving assistance features in Vehicle 1 - Other
Household,adas_none,Driving assistance features in Vehicle 1 - None
Household,adas_notsure,Driving assistance features in Vehicle 1 - Not sure
Household,adas_other_text,Driving assistance features in Vehicle 1 - Other - Text description
Residential Preference,homeloc_largehome,Features respondent did/would seek in current/future home - Large home
Residential Preference,homeloc_backyard,Features respondent did/would seek in current/future home - Backyard
Residential Preference,homeloc_singlefam,Features respondent did/would seek in current/future home - Single family home (stand-alone home)
Residential Preference,homeloc_closework,Features respondent did/would seek in current/future home - Close to work/school location (for one or more household members)
Residential Preference,homeloc_closeshops,Features respondent did/would seek in current/future home - Close to shops/services
Residential Preference,homeloc_closenature,Features respondent did/would seek in current/future home - Close to parks/nature
Residential Preference,homeloc_closefamfriend,Features respondent did/would seek in current/future home - Close to family friends
Residential Preference,homeloc_goodschool,Features respondent did/would seek in current/future home - Good public schools
Residential Preference,homeloc_walkbike,Features respondent did/would seek in current/future home - Easy to walk or bike around neighborhood
Residential Preference,homeloc_transit,Features respondent did/would seek in current/future home - Good access to public transit
Residential Preference,homeloc_lowcrime,Features respondent did/would seek in current/future home - Low crime neighborhood
Travel Patterns,CommuteValidation,CommuteValidation
Travel Patterns,CommuteLocation,Main commute location - derived from number of days respondent travel to work and/or school
Travel Patterns,com_daystowork,Days per week respondent travel to work
Travel Patterns,com_daystoschool,Days per week respondent travel to school
Travel Patterns,com_telecommute,Days per week respondents telecommute for work
Travel Patterns,avgmlsdriven,"Average miles driven in a week. Does not include miles driving on the clock for job (e.g., bus driver, Uber/Lyft driver)."
Travel Patterns,com_distance,Distance from home to main commute location
Travel Patterns,com_time,"Typical day (one-way) commute time to main commute location, by the means of transportation used most often"
Travel Patterns,com_mode,Means of transportation used most often for commute
Travel Patterns,com_frq_sov,"Frequency of mode use on trips to main commute location - Drive private vehicle, alone"
Travel Patterns,com_frq_hovdriver,"Frequency of mode use on trips to main commute location - Drive private vehicle, with passengers"
Travel Patterns,com_frq_hovpass,"Frequency of mode use on trips to main commute location - Ride in private vehicle, with others"
Travel Patterns,com_frq_carshare,"Frequency of mode use on trips to main commute location - Carsharing services (e.g., Zipcar)"
Travel Patterns,com_frq_bus,Frequency of mode use on trips to main commute location - Public transit: bus
Travel Patterns,com_frq_lightrail,Frequency of mode use on trips to main commute location - Public transit: light rail
Travel Patterns,com_frq_ridehailing,Frequency of mode use on trips to main commute location - Uber/Lyft/other ridehailing service
Travel Patterns,com_frq_taxi,Frequency of mode use on trips to main commute location - Taxi
Travel Patterns,com_frq_bike,Frequency of mode use on trips to main commute location - Bicycle (including bikesharing)
Travel Patterns,com_frq_escooter,"Frequency of mode use on trips to main commute location - E-scooter (e.g., Bird, Lime)"
Travel Patterns,com_frq_walk,Frequency of mode use on trips to main commute location - Walk
Travel Patterns,com_frq_other,Frequency of mode use on trips to main commute location - Other
Travel Patterns,com_frq_othertext,Frequency of mode use on trips to main commute location - Other - Text description
Travel Patterns,ncom_frq_sov,"Frequency of mode use on non-commute trips - Drive private vehicle, alone"
Travel Patterns,ncom_frq_hovdriver,"Frequency of mode use on non-commute trips - Drive private vehicle, with passengers"
Travel Patterns,ncom_frq_hovpass,"Frequency of mode use on non-commute trips - Ride in private vehicle, with others"
Travel Patterns,ncom_frq_carshare,"Frequency of mode use on non-commute trips - Carsharing services (e.g., Zipcar)"
Travel Patterns,ncom_frq_bus,Frequency of mode use on non-commute trips. - Public transit: bus
Travel Patterns,ncom_frq_lightrail,Frequency of mode use on non-commute trips - Public transit: light rail
Travel Patterns,ncom_frq_ridehailing,Frequency of mode use on non-commute trips - Uber/Lyft/other ridehailing service
Travel Patterns,ncom_frq_taxi,Frequency of mode use on non-commute trips - Taxi
Travel Patterns,ncom_frq_bike,Frequency of mode use on non-commute trips - Bicycle (including bikesharing)
Travel Patterns,ncom_frq_escooter,"Frequency of mode use on non-commute trips - E-scooter (e.g., Bird, Lime)"
Travel Patterns,ncom_frq_walk,Frequency of mode use on non-commute trips - Walk
Travel Patterns,ncom_frq_other,Frequency of mode use on non-commute trips - Other
Travel Patterns,ncom_frq_othertext,Frequency of mode use on non-commute trips - Other - Text description
Travel Patterns,cond_drivegeneral,Conditions that prevent or limit from - Driving in general
Travel Patterns,cond_drivenight,Conditions that prevent or limit from - Driving at night
Travel Patterns,cond_pubtransit,Conditions that prevent or limit from - Taking public transit
Travel Patterns,cond_bike,Conditions that prevent or limit from - Bicycling
Travel Patterns,cond_walk,Conditions that prevent or limit from - Walking
Travel Patterns,hh_adultnodrive,"Adults (18 years old or older) in household, other than respondent, with conditions that either partially or fully limit their ability to drive"
Purchases for delivery,del_purchitem,"In the past 30 days, number of items purchased online delivered to home"
Purchases for delivery,del_prepmeal,"In the past 30 days, number of prepared meals delivered to home"
Purchases for delivery,del_grocery,"In the past 30 days, number of groceries delivered to home"
Long distance trips,ld_leisure_car,"Number of long-distance trips (at least 75 miles one-way), since the beginning of the year, for leisure/personal purposes,  since the beginning of the year by car:"
Long distance trips,ld_leisure_plane,"Number of long-distance trips (at least 75 miles one-way), since the beginning of the year, for leisure/personal purposes,  since the beginning of the year by airplane:"
Long distance trips,ld_leisure_other,"Number of long-distance trips (at least 75 miles one-way), since the beginning of the year, for leisure/personal purposes,  since the beginning of the year by other means:"
Long distance trips,ld_biz_car,"Number of long distance trips for business purposes (excluding commute) since the beginning of the year, by car"
Long distance trips,ld_biz_plane,"Number of long distance trips for business purposes (excluding commute) since the beginning of the year, by airplane"
Long distance trips,ld_biz_other,"Number of long distance trips for business purposes (excluding commute) since the beginning of the year, by other means"
Long distance trips,airportvisit,"Has the respondent visited the local airport, since the beginning of the year, to either travel or to pick-up/drop-off someone else who was traveling?"
Questions,pvtridehailing_famil,"Familiarity and use of private ridehailing  (e.g., Uber, Lyft)"
Questions,shdridehailing_famil,"Familiarity and use of shared ridehailing (e.g., uberPOOL, Lyft Share)"
Questions,carsharing_famil,"Familiarity and use of carsharing (e.g., Zipcar, Share Now)"
Questions,bikesharing_famil,"Familiarity and use of bikesharing (e.g., Jump, Grid)"
Questions,escooter_famil,"Familiarity and use of e-scooter sharing (e.g., Lime, Bird)"
Questions,rh_att_expensive,"Ridehailing services are too expensive to use on a frequent (e.g., daily or weekly) basis."
Questions,rh_att_reliable,I would use ridehailing services more often if the service was more reliable.
Questions,rh_att_savmonpark,Ridehailing services help me save time and money on parking.
Questions,rh_att_avimpaired,"Ridehailing services help me avoid impaired driving (e.g., driving under the influence)."
Questions,rh_att_carunavail,"Ridehailing services are good alternatives when my car is temporarily unavailable (e.g., when it is being repaired)."
Questions,rh_att_awayhome,Ridehailing services are good travel options for me when I am away from home.
Questions,rh_att_gettotransit,Ridehailing services help me get to/from public transit stops.
Questions,rh_att_transnotavl,Ridehailing services are good options for me when or where public transit is not available.
Questions,rh_att_fewcar,Ridehailing services allow me to live with fewer or no cars.
Questions,rh_att_drivuncomf,Traveling with a driver I don't know makes me feel uncomfortable.
Questions,rh_att_shareuncomf,"For shared ridehailing (e.g., uberPOOL, Lyft Share), traveling with unfamiliar passengers makes me uncomfortable."
Questions,rh_att_sharecost,"The lower cost of shared ridehailing (e.g., uberPOOL, Lyft Share) is worth the additional time picking up and dropping off other passengers."
Questions,rh_att_carseat,The lack of a child safety seat prevents me from using ridehailing services.
Questions,rh_att_ada,The lack of equipment to accommodate disabilities prevents me from using ridehailing services.
Questions,rh_att_homeloc,"Ridehailing service availability affects where I choose to live, work, and/or go to school."
Questions,bes_servicetype,Last trip using bikesharing or e-scooter sharing - Type of service
Questions,bes_triptime,Last trip using bikesharing or e-scooter sharing - Time of trip
Questions,bes_triplength,Last trip using bikesharing or e-scooter sharing - Trip length
Questions,bes_purpose,Last trip using bikesharing or e-scooter sharing - Primary trip purpose
Questions,bes_purpose_othertext,Last trip using bikesharing or e-scooter sharing -  Primary trip purpose - Other - Text description
Questions,bes_reas_nopark,Last trip using bikesharing or e-scooter sharing - Reasons for using service - No need to park/parking was expensive or scarce
Questions,bes_reas_exerc,Last trip using bikesharing or e-scooter sharing - Reasons for using service - For more physical exercise
Questions,bes_reas_savetime,Last trip using bikesharing or e-scooter sharing - Reasons for using service - To save time
Questions,bes_reas_savemon,Last trip using bikesharing or e-scooter sharing - Reasons for using service - To save money
Questions,bes_reas_ptnotavl,Last trip using bikesharing or e-scooter sharing - Reasons for using service - Public transit was not available
Questions,bes_reas_ptnotconv,Last trip using bikesharing or e-scooter sharing - Reasons for using service - Public transit was not convenient
Questions,bes_reas_vehnotavl,Last trip using bikesharing or e-scooter sharing - Reasons for using service - Private vehicle was not available
Questions,bes_reas_joy,Last trip using bikesharing or e-scooter sharing - Reasons for using service - Just to enjoy the ride/try the new service
Questions,bes_reas_other,Last trip using bikesharing or e-scooter sharing - Reasons for using service - Other
Questions,bes_reas_othertext,Last trip using bikesharing or e-scooter sharing - Reasons for using service - Other - Text description
Questions,bes_alternmode,Last trip using bikesharing or e-scooter sharing - Alternative mode
Questions,bes_alternmode_othertext,Last trip using bikesharing or e-scooter sharing - Alternative mode - Other - Text description
Questions,rh_servicetype,Last trip using ridehailing - Type of service
Questions,rh_triptime,Last trip using ridehailing - Time of trip
Questions,rh_tripwait,Last trip using ridehailing - Wait time
Questions,rh_tripduration,Last trip using ridehailing - In vehicle travel time
Questions,rh_tripcost_known,Last trip using ridehailing - Is the trip cost known?
Questions,rh_tripcost_value,Last trip using ridehailing - Trip cost
Questions,rh_trippurp,Last trip using ridehailing - Primary trip purpose
Questions,rh_trippurp_othertext,Last trip using ridehailing - Primary trip purpose - Other - Text description
Questions,rh_travelalone,Last trip using ridehailing - Travel companionship - I was the only passenger
Questions,rh_travelwhfriends,"Last trip using ridehailing - Travel companionship - Family members, friends or colleagues present"
Questions,rh_travelwhshared,Last trip using ridehailing - Travel companionship - Other passengers matched via the app (for shared hidehailing) present
Questions,rh_nfriendstrip,"Last trip using ridehailing - Travel companionship - Number of family members, friends or colleagues on trip"
Questions,rh_nmatchpasseng,Last trip using ridehailing - Travel companionship - Number of other passengers matched via the app (for shared hidehailing) on trip
Questions,rh_alternmode,Last trip using ridehailing - Alternative mode
Questions,rh_alternmode_othertext,Last trip using ridehailing - Alternative mode - Other - Text description
Questions,rh_addtimeshare,Last trip using ridehailing - Maximum additional travel time accepted if shared ridehailing was available for half the price paid
Questions,rh_monthexpend,Ridehailing expenditure on previous month
Questions,rh_change_sov,"Changes on mode usage after beginning to use ridehailing services - Drive private vehicle, alone"
Questions,rh_change_hovdriver,"Changes on mode usage after beginning to use ridehailing services - Drive private vehicle, with passengers"
Questions,rh_change_hovpass,"Changes on mode usage after beginning to use ridehailing services - Ride in private vehicle, with others"
Questions,rh_change_bus,Changes on mode usage after beginning to use ridehailing services - Public transit: bus
Questions,rh_change_lightrail,Changes on mode usage after beginning to use ridehailing services - Public transit: light rail
Questions,rh_change_taxi,Changes on mode usage after beginning to use ridehailing services - Taxi
Questions,rh_change_bikescoot,Changes on mode usage after beginning to use ridehailing services - Bicycle or e-scooter
Questions,rh_change_walk,Changes on mode usage after beginning to use ridehailing services - Walk
Questions,SP1_Scen1_Answer,Ridehailing Stated Preference - Scenario A - Answer
Questions,SP1_Scen2_Answer,Ridehailing Stated Preference - Scenario B - Answer
Questions,SP1_Scen3_Answer,Ridehailing Stated Preference - Scenario C - Answer
Questions,SP1_Scen1,Ridehailing Stated Preference - Scenario A - Scenario assigned to respondent
Questions,SP1_Scen2,Ridehailing Stated Preference - Scenario B - Scenario assigned to respondent
Questions,SP1_Scen3,Ridehailing Stated Preference - Scenario C - Scenario assigned to respondent
Questions,SP1_Scen1_Motive,Ridehailing Stated Preference - Scenario A - Trip Purpose
Questions,SP1_Scen1_PVT_Cost,Ridehailing Stated Preference - Scenario A - Private ridehailing - Trip cost
Questions,SP1_Scen1_PVT_TTime,Ridehailing Stated Preference - Scenario A - Private ridehailing - Travel time
Questions,SP1_Scen1_PVT_AddPass,Ridehailing Stated Preference - Scenario A - Private ridehailing - Added passengers
Questions,SP1_Scen1_SHR_Cost,Ridehailing Stated Preference - Scenario A - Shared ridehailing - Trip cost
Questions,SP1_Scen1_SHR_TTime,Ridehailing Stated Preference - Scenario A - Shared ridehailing - Travel time
Questions,SP1_Scen1_SHR_AddPass,Ridehailing Stated Preference - Scenario A - Shared ridehailing - Added passengers
Questions,SP1_Scen2_Motive,Ridehailing Stated Preference - Scenario B - Trip purpose
Questions,SP1_Scen2_PVT_Cost,Ridehailing Stated Preference - Scenario B - Private ridehailing - Trip cost
Questions,SP1_Scen2_PVT_TTime,Ridehailing Stated Preference - Scenario B - Private ridehailing - Travel time
Questions,SP1_Scen2_PVT_AddPass,Ridehailing Stated Preference - Scenario B - Private ridehailing - Added passengers
Questions,SP1_Scen2_SHR_Cost,Ridehailing Stated Preference - Scenario B - Shared ridehailing - Trip cost
Questions,SP1_Scen2_SHR_TTime,Ridehailing Stated Preference - Scenario B - Shared ridehailing - Travel time
Questions,SP1_Scen2_SHR_AddPass,Ridehailing Stated Preference - Scenario B - Shared ridehailing - Added passengers
Questions,SP1_Scen3_Motive,Ridehailing Stated Preference - Scenario C - Trip purpose
Questions,SP1_Scen3_PVT_Cost,Ridehailing Stated Preference - Scenario C - Private ridehailing - Trip cost
Questions,SP1_Scen3_PVT_TTime,Ridehailing Stated Preference - Scenario C - Private ridehailing - Travel time
Questions,SP1_Scen3_PVT_AddPass,Ridehailing Stated Preference - Scenario C - Private ridehailing - Added passengers
Questions,SP1_Scen3_SHR_Cost,Ridehailing Stated Preference - Scenario C - Shared ridehailing - Trip cost
Questions,SP1_Scen3_SHR_TTime,Ridehailing Stated Preference - Scenario C - Shared ridehailing - Travel time
Questions,SP1_Scen3_SHR_AddPass,Ridehailing Stated Preference - Scenario C - Shared ridehailing - Added passengers
Autonomous Vehicles,av_familiarity,Familiarity with Autonomous Vehicles
Autonomous Vehicles,av_att_avimpaired,"AVs would help me avoid impaired driving (e.g., under the effects of medication or alcohol)."
Autonomous Vehicles,av_att_joydriving,AVs will eliminate my joy of driving.
Autonomous Vehicles,av_att_saferped,AVs would make me feel safer on the street as a pedestrian or as a cyclist.
Autonomous Vehicles,av_att_children,I would feel comfortable having an AV pick-up/drop-off children without adult supervision.
Autonomous Vehicles,av_att_equipfail,"I am concerned about the potential failure of AV sensors, equipment, technology, or programs."
Autonomous Vehicles,av_att_carstress,AVs would make traveling by car less stressful for me.
Autonomous Vehicles,av_att_sleep,I would feel comfortable sleeping while traveling in an AV.
Autonomous Vehicles,av_att_longdist,I would make more long-distance trips when AVs are available because I wouldn't have to drive.
Autonomous Vehicles,av_att_dataleak,I am concerned that my travel logs and personal information stored in AVs could be leaked.
Autonomous Vehicles,av_att_errands,I would send an AV to pick-up groceries/laundry/food orders by itself.
Autonomous Vehicles,av_att_neverride,I will never ride in an AV.
Autonomous Vehicles,av_att_takecontrol,I want the ability to take control of the AV at any time during the ride.
Autonomous Vehicles,av_att_hhshare,AVs would make it easy to share vehicles within my household because they can pick-up/drop-off household members on their own.
Autonomous Vehicles,av_att_savetime,AVs would save me time and money for parking by dropping me off and parking themselves.
Autonomous Vehicles,av_addcomtime,"Additional time on commute (based on current commute), given regular access to an AV (by owning, leasing, or using automated ridehailing services)"
Autonomous Vehicles,av_change_makemoretrips,Likelihood of - Making additional trips that are not made now
Autonomous Vehicles,av_change_travfar_eatshop,Likelihood of - Traveling farther to go shopping or eat out
Autonomous Vehicles,av_change_travfar_social,Likelihood of - Traveling farther to go to social/recreational activities
Autonomous Vehicles,av_change_travaftdark,Likelihood of - Traveling and do more activities after dark
Autonomous Vehicles,av_change_longdist,Likelihood of - Making more long-distance road trips
Autonomous Vehicles,av_change_travpeakhr,Likelihood of - Traveling more in peak hours (due to ability to perform other activities while traveling in an AV).
Autonomous Vehicles,av_change_homeloc,Likelihood of - Moving to a better location or home
Autonomous Vehicles,av_change_wrkloc,Likelihood of - Changing workplace to a location with better/more jobs
Autonomous Vehicles,av_change_congtol,Likelihood of - Tolerating congestion better since there is no need to drive
Autonomous Vehicles,av_timepurchase,When does respondent expect to buy an AV?
Autonomous Vehicles,av_willpay,"Additional value respondent would be willing to pay for a fully autonomous version of a vehicle which the regular human-driven model costs $25,000"
Autonomous Vehicles,av_rh_privateride,"I will use AV ridehailing services alone or with coworkers, friends, or family."
Autonomous Vehicles,av_rh_sharedride,I will use AV ridehailing services with other passengers I don't know.
Autonomous Vehicles,av_rh_backupdriver,I would be willing to pay extra for having a backup human driver inside the AV during my ride.
